id,name,gender,dob,dobp,dod,dodp,image,enwiki
Q1281014,Fernando Pereira,male,1963,9,,,,Fernando Pereira (major)
Q271012,Fradique de Menezes,male,1942-03-21,11,,,SaoTomePrincipe.FradiqueMenezes.01.jpg,Fradique de Menezes
Q27982047,Carlos Vila Nova,male,1959-07-27,11,,,WSIS FORUM 2015 Day 2 - Carlos Vila Nova (cropped).jpg,Carlos Vila Nova
Q295049,Manuel Pinto da Costa,male,1937-08-05,11,,,Manuel Pinto da Costa.jpg,Manuel Pinto da Costa
Q441483,Maria do Carmo Silveira,female,1961-02-14,11,,,Maria do Carmo Silveira.jpg,Maria do Carmo Silveira
Q454046,Maria das Neves,female,1958,9,,,Maria das Neves.jpg,Maria das Neves
Q459822,Patrice Trovoada,male,1962-03-18,11,,,"Dr. Partice Emery Trovoda, October 28, 2015 (cropped).jpg",Patrice Trovoada
Q4822692,Aurélio Martins,male,1966-11-24,11,,,Aureliomartins-1.jpg,Aurélio Martins
Q504522,Miguel Trovoada,male,1936-12-27,11,,,Miguel Trovoada in 1995.jpg,Miguel Trovoada
Q57085436,Jorge Bom Jesus,male,1962-07-26,11,,,Jorge Bom Jesus (cropped).jpg,Jorge Bom Jesus
Q64785138,Ekeneide dos Santos,male,,,,,,
Q64785171,Abnildo Oliveira,male,,,,,,
Q709734,Evaristo Carvalho,male,1941-10-22,11,2022-05-28,11,Evaristo Carvalho 2016.jpg,Evaristo Carvalho
Q867590,Gabriel Costa,male,1954-12-11,11,,,Gabriel Arcanjo Ferreira da Costa 2014.jpg,Gabriel Costa (politician)
Q99510744,Edite Ten Jua,female,1972-12-31,11,,,,Edite Tenjua
